2004-04-01	1325
2004-04-02	999
2004-04-03	1217
2004-04-04	1206
2004-04-05	1080
2004-04-06	1123
2004-04-07	1230
2004-04-08	928
2004-04-09	1236
2004-04-10	1371
2004-04-11	1293
2004-04-12	1012
2004-04-13	1120
2004-04-14	1071
2004-04-15	1151
2004-04-16	1238
2004-04-17	1394
2004-04-18	1282
2004-04-19	1094
2004-04-20	1374
2004-04-21	1075
2004-04-22	1064
2004-04-23	1074
2004-04-24	928
2004-04-25	1393
2004-04-26	1083
2004-04-27	941
2004-04-28	917
2004-04-29	1167
2004-04-30	935
2004-05-01	1016
2004-05-02	1365
2004-05-03	1034
2004-05-04	1264
2004-05-05	924
2004-05-06	1398
2004-05-07	969
2004-05-08	1297
2004-05-09	1158
2004-05-10	909
2004-05-11	1155
2004-05-12	1119
2004-05-13	1040
2004-05-14	1390
2004-05-15	930
2004-05-16	1091
2004-05-17	1311
2004-05-18	1146
2004-05-19	1096
2004-05-20	935
2004-05-21	1245
2004-05-22	1278
2004-05-23	1056
2004-05-24	1179
2004-05-25	1295
2004-05-26	1370
2004-05-27	1343
2004-05-28	1221
2004-05-29	902
2004-05-30	1012
2004-05-31	1241
2004-06-01	950
2004-06-02	1221
2004-06-03	1370
2004-06-04	1311
2004-06-05	954
2004-06-06	1149
2004-06-07	1156
2004-06-08	1269
2004-06-09	969
2004-06-10	1176
2004-06-11	986
2004-06-12	1296
2004-06-13	1377
2004-06-14	1161
2004-06-15	1210
2004-06-16	956
2004-06-17	1151
2004-06-18	1325
2004-06-19	954
2004-06-20	1072
2004-06-21	1303
2004-06-22	1321
2004-06-23	1220
2004-06-24	962
2004-06-25	972
2004-06-26	901
2004-06-27	1022
2004-06-28	1156
2004-06-29	976
2004-06-30	1304
